Grid Demand [W],PV Gen [W],Day-ahead Price [EUR/MWh]
-4.5625,29190.7125,366.0
1143.375,37235.583333333336,291.7
3364.145833333333,40987.2375,221.3
7434.645833333333,40086.42916666667,181.8
8840.479166666666,42576.6875,184.36
10049.708333333334,42270.645833333336,172.35
8566.770833333334,39652.32083333333,171.19
6457.958333333333,36745.12083333333,182.64
3065.020920502092,28550.414225941426,211.1
517.25,21419.804166666665,329.99
-717.2083333333334,12756.5125,379.62
-4698.854166666667,4672.345833333334,398.72
-10401.083333333334,271.39166666666665,385.52
-13481.208333333334,0.0,396.92
-15629.520833333334,0.0,379.64
-16207.958333333334,0.0,359.96
-14851.3125,0.0,319.24
-14756.729166666666,0.0,309.33
-16058.791666666666,0.0,301.08
-15855.708333333334,0.0,299.91
-15024.395833333334,86.95833333333333,324.82
-13818.958333333334,2482.85,380.47
-9747.104166666666,8543.283333333333,412.59
-4545.645833333333,18447.225,409.61
261.9375,29363.675,338.68
964.8958333333334,37456.05833333333,283.72
2668.1875,42593.52916666667,286.6
10441.4375,45369.520833333336,243.95
16893.75,49716.27916666667,227.94
18090.0,47561.74166666667,210.95
12255.770833333334,43353.95,213.06
7950.083333333333,37202.5625,237.8
4105.75,28786.741666666665,301.14
-2106.8125,13643.8125,336.25
-931.2916666666666,11790.920833333334,363.98
-6875.916666666667,3351.7166666666667,370.0
-13104.4375,175.05,370.4
-15544.8125,0.0,378.29
-16426.645833333332,0.0,361.16
-15759.75,0.0,351.39
-14938.958333333334,0.0,309.3
-14939.291666666666,0.0,293.84
-16041.229166666666,0.0,280.18
-16479.479166666668,0.0,299.44
-15458.041666666666,100.32083333333334,322.79
-14124.270833333334,2540.320833333333,389.83
-9740.770833333334,8533.920833333334,413.89
-4431.083333333333,18409.679166666665,406.93
-121.0041841004184,29008.47280334728,355.89
792.2916666666666,35573.30416666667,287.9
4447.4375,41521.775,265.29
8503.744769874476,36682.06276150628,230.68
12601.833333333334,44216.566666666666,204.77
19221.291666666668,48119.6375,172.44
13393.958333333334,41469.9,163.21
5151.041666666667,31259.6,180.04
-484.4166666666667,15961.395833333334,239.08
-416.1666666666667,11762.025,313.06
-2686.8125,8829.558333333332,376.09
-7106.6875,5247.341666666666,387.46
-12894.270833333334,160.35833333333332,381.59
-14481.0,0.0,379.91
-14474.916666666666,0.0,279.85
-15411.541666666666,0.0,267.5
-15000.458333333334,0.0,209.0
-14452.770833333334,0.0,195.77
-14594.354166666666,0.0,189.58
-14544.3125,0.0,186.88
-14977.479166666666,35.7125,190.77
-14650.8125,1526.5041666666666,223.6
-11006.75,6141.908333333334,282.38
-14186.854166666666,8269.895833333334,296.72
-18573.5,7474.3875,256.0
-11297.208333333334,17557.8125,235.48
-2535.2916666666665,20404.825,220.0
-13676.208333333334,9488.2875,201.99
-14496.979166666666,12060.141666666666,190.48
-6107.0625,21248.316666666666,165.62
-11385.708333333334,14385.016666666666,159.07
-6884.25,17570.191666666666,155.02
-3344.083333333333,18526.566666666666,169.68
-12690.458333333334,6591.283333333334,179.01
-14124.6875,3271.7541666666666,197.23
-15351.1875,2239.1041666666665,242.42
-16613.145833333332,159.69583333333333,258.96
-14867.645833333334,0.0,246.15
-15076.729166666666,0.0,197.94
-16116.770833333334,0.0,200.08
-15191.979166666666,0.0,224.05
-14239.375,0.0,228.55
-14828.541666666666,0.0,227.26
-13559.104166666666,0.0,210.33
-14105.416666666666,66.07083333333334,248.33
-13713.8125,2642.2291666666665,371.95
-8727.520833333334,8563.504166666668,418.92
-2012.3125,18643.8625,420.67
1484.2708333333333,29910.5375,351.7
2601.145833333333,25560.416666666668,318.59
7489.2468619246865,40428.351464435145,272.28
12013.604166666666,45907.44583333333,215.05
19548.58333333333,47196.02916666667,210.59
21289.375,46030.375,178.56
18739.604166666668,42210.75,207.56
13141.645833333334,36597.04166666666,210.02
5922.895833333333,28754.158333333333,258.71
912.0625,19582.475,319.26
-218.58333333333331,10736.383333333331,387.92
-2125.6041666666665,3320.1208333333334,410.89
-8206.833333333334,125.20833333333331,422.59
-13691.395833333334,0.0,416.11
-14100.729166666666,0.0,372.0
-13700.979166666666,0.0,350.0
-14148.354166666666,0.0,283.47
-13492.020833333334,0.0,221.32
-13493.541666666666,0.0,216.81
-13315.208333333334,0.0,203.12
-13478.291666666666,19.84583333333333,209.86
-11142.1875,2571.575,241.95
-5322.3125,8053.25,247.14
-1716.3958333333333,16413.225,241.43
1340.9583333333333,27983.1125,179.83
5374.583333333333,35624.69583333333,154.72
18086.104166666668,42185.96666666667,136.51
26013.45833333333,43653.275,93.54
20888.104166666668,36223.04583333333,74.35
19046.9375,35007.683333333334,21.94
14439.729166666666,31418.025,11.94
7514.979166666667,21836.470833333333,16.03
9021.916666666666,27233.691666666666,64.84
1333.7916666666667,14068.833333333334,90.02
70.875,9445.629166666668,94.98
-1362.4583333333333,1203.075,100.86
-6415.166666666667,0.0,100.59
-12263.208333333334,0.0,120.16
-14130.604166666666,0.0,79.89
-15949.0625,0.0,77.12
-14287.270833333334,0.0,49.32
-13948.166666666666,0.0,50.03
-14064.833333333334,0.0,31.39
-15884.291666666666,0.0,63.31
-13839.8125,50.05416666666667,58.57
-11827.833333333334,2439.0125,67.67
-7741.833333333333,8288.541666666666,41.89
-1670.8541666666667,12836.766666666666,36.75
786.4583333333334,18051.358333333334,30.01
3308.1041666666665,23353.3625,30.08
10387.3125,38282.225,49.77
15533.583333333334,46253.59583333333,20.0
30325.64583333333,48207.525,19.14
25133.52083333333,41571.53333333333,11.85
11213.270833333334,26374.1625,21.31
16241.041666666666,31589.4875,40.29
560.4583333333334,14589.979166666666,77.11
2868.895833333333,16942.2125,157.13
-164.72916666666666,5898.425,322.13
-739.4791666666666,2573.2458333333334,369.9
-7797.270833333333,97.975,378.07
-12043.6875,0.0,389.17
-13829.604166666666,0.0,371.92
-14965.458333333334,0.0,320.08
-14439.125,0.0,278.0
-13826.541666666666,0.0,275.96
-13769.458333333334,0.0,269.27
-14808.25,0.0,272.15
-14612.708333333334,37.675,298.0
-12548.729166666666,2259.145833333333,395.95
-10899.1875,6523.6,415.08
-8909.0,11651.2125,433.97
-219.47916666666663,27653.079166666663,416.32
2720.606694560669,29656.585774058574,404.98
2543.9375,26455.87083333333,396.9
3949.6041666666665,31083.579166666663,380.42
3516.2291666666665,34075.60833333333,369.28
1725.2291666666667,27585.02083333333,333.76
4277.020833333333,34141.8875,332.61
1533.0962343096237,23256.73640167364,319.82
-343.2083333333333,19032.579166666663,375.48
119.8125,20457.6875,405.0
-816.75,12611.6375,458.03
-12971.610878661088,3135.531380753138,469.9
-16398.479166666668,293.50416666666666,452.12
-15524.166666666666,0.0,450.05
-14973.729166666666,0.0,419.15
-14693.979166666666,0.0,395.49
-15788.604166666666,0.0,349.57
-15385.708333333334,0.0,330.04
-14186.895833333334,0.0,331.5
-14931.3125,0.0,334.34
-16041.1875,65.8375,362.1
-14025.208333333334,2324.383333333333,419.64
-9021.229166666666,7923.758333333333,453.66
-4917.887029288703,17213.61087866109,448.9
80.875,28391.179166666665,382.42
1818.6192468619247,37614.50209205021,328.74
6907.104166666667,42742.025,338.32
14421.604166666666,45214.45,297.47
15247.104166666666,46137.525,260.07
17026.208333333332,44272.75833333333,262.23
13035.666666666666,40613.76666666667,287.22
9025.125,35240.77916666667,314.81
4035.9375,27698.379166666666,395.9
16.113445378151262,16242.73949579832,429.08
-1605.2916666666667,8567.233333333334,481.59
-5304.708333333333,2743.2875,506.69
-11737.72340425532,114.77872340425532,480.0
-15638.583333333334,0.0,470.0
-14902.479166666666,0.0,404.09
-14085.302083333334,0.0,416.05
-13943.645833333334,0.0,365.61
-15515.3125,0.0,325.34
-15182.75,0.0,339.99
-14624.0625,0.0,325.04
-13916.854166666666,0.0,332.22
-12807.092050209205,2530.8870292887027,411.97
-11222.866108786611,6022.334728033473,435.0
-6657.458333333333,15993.325,456.57
-4760.270833333333,20940.866666666665,423.14
654.7291666666666,34470.475,365.76
2039.75,39462.42916666667,350.25
3031.0625,38553.68333333333,273.05
3227.208333333333,41935.504166666666,246.1
558.7916666666666,25969.2875,190.02
-4959.0,13067.304166666669,183.63
-2453.270833333333,18324.416666666668,211.39
-9134.8125,17553.8,294.48
-6885.125,18081.054166666665,370.44
-13491.979166666666,8794.541666666666,431.7
-19640.6875,3071.5416666666665,448.22
-19546.0,131.6375,446.34
-18102.6875,0.0,435.93
-17132.604166666668,0.0,373.57
-16523.083333333332,0.0,400.44
-16694.958333333332,0.0,378.06
-16116.333333333334,0.0,345.47
-16387.416666666668,0.0,334.1
-15722.604166666666,0.0,335.01
-15036.1875,12.279166666666669,371.63
-14130.020833333334,2205.2916666666665,421.32
-11174.4375,6827.854166666667,433.31
-9146.066945606695,14935.73640167364,434.07
-4381.875,25682.375,419.94
458.0208333333333,33051.05416666667,379.9
709.7916666666666,36989.9625,355.93
2269.395833333333,36300.7875,301.49
2843.375,46281.52916666667,274.85
1588.0,33993.40416666667,239.44
-570.8541666666666,23324.666666666668,254.96
-890.9791666666666,17132.695833333335,282.6
-793.4583333333334,21661.3375,346.37
-2959.208333333333,13645.879166666668,394.63
-13546.020833333334,8166.020833333333,420.92
-17504.6875,2875.4791666666665,436.27
-18117.4375,100.70833333333331,433.93
-16623.895833333332,0.0,422.39
-15267.395833333334,0.0,400.04
-15162.333333333334,0.0,350.0
-15264.4375,0.0,320.07
-14137.625,0.0,298.49
-14535.270833333334,0.0,305.01
-14379.395833333334,0.0,307.55
-15381.395833333334,149.17916666666667,330.0
-13009.041666666666,2530.3083333333334,404.9
-10355.645833333334,7354.354166666667,429.92
-4308.729166666667,16759.116666666665,416.65
143.8125,27748.50833333333,334.06
578.5625,36416.74583333333,262.45
4755.8125,41875.0375,243.92
13617.166666666666,45046.10833333333,218.1
14299.229166666666,44222.625,190.0
15700.083333333334,42485.29166666666,191.8
10469.479166666666,36290.39166666667,222.15
10452.833333333334,35721.308333333334,225.39
5665.166666666667,27336.4625,335.35
257.9583333333333,18446.19583333333,409.07
-856.63179916318,9751.76569037657,421.86
-4806.020833333333,2807.7166666666667,430.45
-12094.583333333334,105.09166666666668,433.99
-16160.5625,0.0,432.89
-17133.270833333332,0.0,404.09
-16487.791666666668,0.0,384.91
-14688.0,0.0,349.96
-14086.520833333334,0.0,289.8
-15110.291666666666,0.0,252.86
-14123.395833333334,0.0,236.19
-15446.21338912134,2.0543933054393304,233.1
-11803.8125,2065.8416666666667,211.55
-7642.708333333333,7372.341666666666,199.74
-1138.4375,16604.554166666665,139.93
1240.4583333333333,27610.30833333333,52.49
4667.9375,36077.025,35.53
15790.1875,41551.3375,1.07
24560.8125,44384.9375,0.07
27380.70833333333,45948.15,-0.05
20465.58333333333,39517.629166666666,-0.1
12539.375,31735.970833333333,0.0
14822.875,34919.32916666667,1.03
7763.5625,27218.9375,31.66
511.8541666666667,18338.95833333333,143.75
-425.7916666666667,9771.25,264.3
-2212.9375,2790.6625,334.25
-10306.104166666666,148.60833333333332,344.13
-13525.3125,0.0,357.55
-14865.833333333334,0.0,331.77
-14726.104166666666,0.0,290.06
-15209.25,0.0,240.8
-14177.541666666666,0.0,200.64
-13497.333333333334,0.0,192.63
-13801.145833333334,0.0,193.81
-14692.083333333334,0.0,190.46
-12402.854166666666,1911.0583333333332,195.02
-7799.833333333333,7314.758333333333,190.14
-804.2291666666666,16733.179166666665,189.51
891.3958333333334,27843.616666666665,164.0
5820.041666666667,36236.3,115.77
13608.729166666666,41667.29583333333,110.21
24904.125,44569.49166666667,87.59
25757.75,45348.02916666667,72.92
23153.6875,43448.04166666666,40.02
19666.5625,39710.833333333336,83.42
13791.166666666666,34184.541666666664,109.3
6893.770833333333,27023.866666666665,200.89
-7.333333333333333,18162.5875,344.42
-951.5208333333334,9748.0125,415.01
-3525.395833333333,2826.204166666667,426.4
-11413.25,41.13333333333333,434.95
-14391.166666666666,0.0,430.02
-15705.9375,0.0,406.57
-14666.479166666666,0.0,389.77
-14814.604166666666,0.0,328.49
-13658.6875,0.0,299.23
-15228.125,0.0,282.44
-14158.125,0.0,287.08
-14134.979079497907,11.98744769874477,305.11
-15130.270833333334,2267.8875,393.11
-9900.479166666666,7654.854166666667,424.94
-6305.4375,15331.920833333334,401.82
-9.604166666666666,26788.608333333334,373.93
213.35416666666663,34773.875,324.03
530.3333333333334,39807.80416666667,303.44
4945.6875,42795.61666666667,291.35
8005.208333333333,43735.4375,271.57
7414.729166666667,41317.32916666667,277.89
5135.979166666667,37642.5625,279.97
3477.5416666666665,33063.10833333333,386.25
682.0625,25050.4,455.42
-350.875,17821.8375,512.56
-1394.3723849372384,9855.372384937238,637.64
-9549.75,2960.170833333333,679.54
-16753.4375,97.94166666666666,600.0
-16718.625,0.0,530.13
-15200.875,0.0,469.86
-16041.729166666666,0.0,402.46
-14357.041666666666,0.0,368.99
-14892.770833333334,0.0,336.39
-15476.541666666666,0.0,325.24
-13777.375,0.0,318.72
-14301.791666666666,0.0,350.98
-14132.479166666666,1749.0875,440.0
-11274.791666666666,6939.8375,483.43
-6198.729166666667,15904.570833333331,452.95
-4045.020920502092,26648.179916317997,385.6
-253.10416666666663,35073.291666666664,364.07
320.6875,40381.45416666667,342.88
1733.5833333333333,43568.645833333336,344.33
6383.916666666667,44546.36666666667,339.53
7029.979166666667,42771.12083333333,322.72
4443.979166666667,39150.90416666667,348.17
4365.5,33907.64166666667,380.01
910.1458333333334,26238.416666666668,443.42
-971.9583333333334,17468.958333333332,484.1
-5285.625,9124.508333333331,581.25
-12887.020833333334,2665.0291666666667,570.05
-17639.5625,61.93333333333333,466.15
-20734.625,0.0,392.7
-20072.291666666668,0.0,285.91
-19763.604166666668,0.0,268.35
-19773.229166666668,0.0,241.92
-17003.041666666668,0.0,234.63
-16349.145833333334,0.0,236.89
-16282.25,0.0,235.99
-16742.583333333332,0.0,280.09
-15992.375,1676.7541666666666,377.03
-11363.0625,6617.2875,425.07
-9017.854166666666,14497.575,394.46
-3011.458333333333,24756.666666666668,334.09
-63.54166666666666,32505.14583333333,299.15
54.04166666666666,37434.833333333336,230.98
1057.4496644295302,40389.07382550336,228.72
,,235.91
,,238.46
,,287.4
,,319.97
,,380.32
,,439.1
,,513.99
,,526.26
,,467.73
,,413.57
,,374.83
,,336.0
,,328.74
,,332.29
,,335.67
,,327.24
,,334.0
,,436.95
-7065.864661654136,7277.894736842105,493.88
-8719.020833333334,10818.604166666666,488.31
-12423.541666666666,12393.375,462.98
-10127.8125,15420.433333333332,431.95
-1877.8333333333333,28325.604166666668,381.09
911.0833333333334,28779.88333333333,346.06
3458.702928870293,33854.40585774059,319.96
3148.083333333333,44307.65416666667,314.82
833.9121338912134,33698.96234309623,307.94
660.3333333333334,33894.354166666664,337.08
-332.3958333333333,14116.508333333331,346.19
-999.5,12030.445833333331,427.87
-3820.8125,9251.975,488.71
-13771.083333333334,2419.5875,515.45
-18174.33333333333,46.66666666666666,495.18
-14940.416666666666,0.0,513.29
-14786.895833333334,0.0,419.96
-14466.895833333334,0.0,372.69
-14424.375,0.0,334.1
-14026.458333333334,0.0,333.41
-14081.416666666666,0.0,327.35
-14305.8125,0.0,328.25
-13976.375,0.0,336.95
-12067.604166666666,1725.2416666666666,409.88
-9307.729166666666,6594.075,450.9
-3083.0625,15141.8875,436.92
1815.9832635983264,25986.52719665272,409.4
436.1875,34514.89166666667,342.65
978.723849372385,39874.00418410042,334.03
6241.645833333333,43285.75,307.56
14001.979166666666,44012.55416666667,274.04
12007.479166666666,41974.7375,275.57
8183.1875,38478.77916666667,300.99
6786.520833333333,32763.74583333333,301.09
762.5833333333334,21533.579166666663,391.04
-111.875,17567.7,450.56
-1859.1666666666667,4861.454166666666,479.99
-10908.020833333334,1192.3333333333333,480.9
-17136.229166666668,0.0,494.6
-17797.729166666668,0.0,461.04
-18736.5625,0.0,424.92
-16328.083333333334,0.0,404.56
-14848.458333333334,0.0,344.67
-17171.895833333332,0.0,351.99
-14226.041666666666,0.0,337.01
-14520.25,0.0,332.04
-14775.833333333334,0.0,331.27
-14196.020833333334,609.1166666666667,337.03
-10815.770833333334,3674.516666666667,333.12
-7578.458333333333,6968.675,343.78
-1946.8333333333333,16933.766666666666,350.96
4229.145833333333,33994.34166666667,337.02
4963.125,33805.683333333334,307.36
14247.6875,40699.7125,285.06
22979.041666666668,42609.55416666667,242.73
21758.1875,40876.73333333333,183.97
18926.8125,38085.50833333333,185.45
6729.833333333333,24937.5625,226.44
4606.666666666667,23389.8375,285.03
440.0833333333333,14770.570833333331,336.02
-978.2291666666666,6734.929166666667,372.87
-3194.6666666666665,2594.4791666666665,402.15
-11643.854166666666,7.733333333333333,405.61
-17803.0625,0.0,396.9
-15364.333333333334,0.0,366.61
-14729.333333333334,0.0,393.26
-14557.291666666666,0.0,379.24
-14035.4375,0.0,355.06
-13669.083333333334,0.0,331.0
-15210.020833333334,0.0,316.18
-11809.833333333334,0.0,302.82
-12374.0625,1604.6708333333331,272.76
-6490.125,6366.791666666667,260.93
-816.4166666666666,14783.179166666669,222.42
936.8541666666666,24811.24583333333,162.89
4668.229166666667,34406.71666666667,149.99
13641.354166666666,39676.17916666667,100.16
22230.125,42902.11666666667,71.72
24607.5625,42852.645833333336,58.48
24494.229166666668,42318.17916666667,48.77
20674.916666666668,38922.96666666667,64.4
15410.270833333334,33548.38333333333,120.06
6281.0625,25799.69583333333,255.88
350.3125,17047.404166666667,355.02
-1017.3958333333334,8640.195833333333,390.4
-2423.9791666666665,2294.358333333333,418.85
-10794.833333333334,9.670833333333333,433.15
-17346.5,0.0,417.16
-15010.729166666666,0.0,374.48
-15057.291666666666,0.0,346.4
-14082.520833333334,0.0,276.76
-14321.041666666666,0.0,264.97
-13950.458333333334,0.0,266.03
-13709.125,0.0,261.71
-13973.729166666666,0.0,286.29
-14736.125,1355.9875,375.08
-10410.083333333334,6106.491666666667,410.14
-8413.333333333334,14609.941666666668,412.34
-1582.3221757322176,25663.28451882845,350.64
306.625,34322.775,295.58
1077.4583333333333,39855.17083333333,265.25
1589.1041666666667,33585.8875,235.09
85.9375,30845.479166666668,231.32
228.72916666666663,26453.6625,222.45
-3563.7916666666665,18757.358333333334,203.61
-4695.6875,25107.45,259.43
-6311.625,20516.83333333333,266.29
-8155.729166666667,17645.654166666667,333.55
-17075.645833333332,4585.966666666666,379.2
-19266.041666666668,914.4958333333332,383.81
-19457.479166666668,2.9,386.86
-18214.25,0.0,391.69
-18224.541666666668,0.0,330.98
-17657.669491525423,0.0,330.38
-15489.520833333334,0.0,316.03
-15881.333333333334,0.0,276.85
-16040.604166666666,0.0,292.79
-15283.729166666666,0.0,300.31
-15624.3125,0.0,346.94
-15990.666666666666,591.3083333333333,408.23
-13536.916666666666,6133.679166666667,454.37
-12924.666666666666,8572.733333333334,391.64
-4873.875,21665.641666666663,293.5
-307.7291666666667,26820.7875,235.59
2811.276150627615,33732.92468619247,262.81
3514.395833333333,32190.441666666666,200.01
3245.875,32534.041666666668,188.58
742.75,30432.75,183.1
2271.6875,39221.958333333336,179.58
2234.958333333333,40238.65416666667,190.16
855.9583333333334,23645.7875,264.3
-60.145833333333336,15895.8375,350.01
-2087.520833333333,7233.729166666667,432.55
-13946.020833333334,1528.4541666666669,438.97
-17647.875,3.15,447.5
-16957.6875,0.0,437.28
-16559.4375,0.0,376.27
-16381.479166666666,0.0,405.0
-16507.4375,0.0,351.19
-16136.020833333334,0.0,347.08
-16268.0,0.0,349.99
-15401.708333333334,0.0,348.33
-17380.125,0.0,377.14
-16723.208333333332,582.1041666666666,460.0
-12396.208333333334,6596.454166666666,499.94
-4406.4375,16906.483333333334,492.41
-8696.610878661088,15732.958158995816,434.99
581.1458333333334,26784.345833333333,425.61
4137.44769874477,40675.25104602511,418.4
4087.1041666666665,41676.34166666667,389.92
8121.0625,42966.3625,348.89
5994.458333333333,33612.6625,337.95
4747.0,30647.825,353.31
3137.6041666666665,29565.55833333333,371.24
1497.1666666666667,27523.75833333333,429.65
-230.10416666666663,17634.25,500.91
-947.9583333333334,8766.866666666667,532.67
-12583.0625,1715.1083333333331,549.87
-13810.041666666666,3.55,529.36
-16769.625,0.0,504.98
-16125.041666666666,0.0,428.97
-16190.354166666666,0.0,437.79
-14748.895833333334,0.0,400.91
-14358.8125,0.0,399.97
-15225.6875,0.0,399.71
-14952.9375,0.0,399.97
-14793.0,0.0,400.04
-15157.395833333334,1879.7041666666669,493.93
-10727.916666666666,6407.0375,559.28
-5663.9375,13919.1375,539.56
-141.77083333333334,25854.4625,501.42
834.4375,33105.583333333336,451.16
1230.2916666666667,36136.175,418.45
4481.75,39633.18333333333,426.07
3173.5625,33403.36666666667,409.58
2809.5625,31473.845833333333,425.1
676.3125,27615.5875,433.66
684.3125,23938.829166666663,454.39
-1215.375,14413.954166666666,513.93
-5457.645833333333,10985.4625,563.85
-11680.0,7815.195833333333,598.94
-15995.958333333334,3214.55,586.99
-20165.27083333333,100.86666666666666,557.43
-18752.3125,0.0,534.23
-17520.395833333332,0.0,451.72
-16819.5,0.0,400.02
-16549.8125,0.0,384.1
-16668.583333333332,0.0,373.81
-16555.770833333332,0.0,388.51
-16820.625,0.0,374.83
-17040.5625,0.0,402.61
-17723.083333333332,1045.7125,463.16
-13367.895833333334,4742.345833333334,508.14
-6038.25,13640.975,517.17
-4274.708333333333,21882.241666666665,503.93
-440.6041666666667,29397.0875,463.44
857.75,35713.004166666666,448.93
2752.4375,38658.14166666667,394.44
2426.6041666666665,36376.7,366.45
-922.4791666666666,18798.70833333333,365.04
-158.9375,25475.24583333333,404.98
-153.8125,22714.220833333333,407.08
37.708333333333336,21454.420833333334,461.52
-3540.8125,15238.8625,489.87
-9433.208333333334,10237.158333333333,512.51
-19457.08333333333,1991.5208333333333,504.33
-18960.854166666668,0.0,484.94
-19287.4375,0.0,482.05
-16032.520833333334,0.0,425.74
-15839.458333333334,0.0,425.0
-15543.3125,0.0,404.3
-15422.125,0.0,405.0
-14590.1875,0.0,395.85
-15953.791666666666,0.0,377.06
-14344.520833333334,0.0,383.98
-14185.25,1263.2083333333333,406.78
-8372.916666666666,5726.2625,423.02
-2158.4791666666665,13676.1,412.72
233.85416666666663,24644.841666666667,388.65
3517.6041666666665,33569.6125,335.48
7603.0,31669.9625,308.54
17774.125,40320.145833333336,268.46
20635.52083333333,42308.24166666667,236.78
12823.166666666666,28921.57083333333,247.78
11061.395833333334,29636.345833333333,291.73
13634.708333333334,33484.979166666664,316.43
4658.270833333333,22573.2125,388.44
398.6875,16876.958333333332,425.86
-1084.5208333333333,4870.525,454.15
-3456.3125,1887.6375,467.71
-11095.333333333334,0.025,466.69
-15128.0,0.0,466.24
-13516.770833333334,0.0,441.93
-14000.645833333334,0.0,382.79
-13621.270833333334,0.0,339.88
-13012.916666666666,0.0,300.1
-12859.708333333334,0.0,293.05
-13464.916666666666,0.0,271.3
-13294.5,0.0,272.41
-12637.0,932.8166666666668,261.03
-10514.6875,3859.8875,264.8
-6138.375,7929.095833333334,300.01
937.3333333333334,21571.329166666663,286.37
2824.083333333333,28444.783333333333,261.1
2114.020833333333,26253.954166666663,255.76
6449.479166666667,33628.525,263.08
18692.979166666668,44268.80833333333,219.08
17805.854166666668,38504.645833333336,208.74
7810.708333333333,23289.83333333333,226.08
6087.791666666667,24597.3,252.07
3820.3125,23142.045833333334,316.01
151.27083333333334,16464.095833333333,394.79
-720.7291666666666,7976.070833333333,449.55
-6167.166666666667,1681.4916666666666,452.95
-12465.9375,0.3041666666666666,464.52
-17310.229166666668,0.0,465.67
-17169.479166666668,0.0,425.89
-16802.0625,0.0,385.06
-14870.6875,0.0,344.06
-14430.75,0.0,338.81
-14043.270833333334,0.0,320.86
-13678.729166666666,0.0,329.72
-14187.020833333334,0.0,380.0
-15979.229166666666,897.4458333333333,429.66
-14376.6875,5411.754166666667,467.91
-9366.354166666666,13691.908333333333,474.9
-5497.928870292887,21104.68619246862,459.05
-6684.416666666667,20094.0625,447.89
-1162.949790794979,34257.99163179917,428.22
1147.3333333333333,27820.795833333334,392.1
-3019.7291666666665,19148.55833333333,388.2
1289.6666666666667,33935.833333333336,377.4
1088.5833333333333,32012.1125,385.09
-43.145833333333336,23454.3625,398.9
-11220.541666666666,11650.191666666668,437.25
-13599.270833333334,9931.416666666666,461.06
-18880.39583333333,3582.8625,510.66
-19824.08333333333,1626.8625,530.88
-19533.229166666668,49.15,524.33
-17483.0,0.0,509.33
-17161.229166666668,0.0,469.58
-16110.6875,0.0,440.98
-15922.375,0.0,390.1
-14930.645833333334,0.0,382.1
-15330.208333333334,0.0,359.89
-14993.875,0.0,352.69
-15382.666666666666,0.0,393.03
-14663.520833333334,1743.0791666666669,457.04
-12671.770833333334,5639.1875,479.9
-9020.375,13027.195833333331,478.9
-1574.375,23360.37083333333,397.91
